,index,city,coordinates,graffiti
8211,8211,Las Vegas," (36.232687, -115.267569)",0
8212,8212,Las Vegas," (36.232743, -115.260667)",0
8213,8213,Las Vegas," (36.232932, -115.24871)",0
8214,8214,Las Vegas," (36.233337, -115.274518)",0
8215,8215,Las Vegas," (36.233368, -115.281955)",0
8216,8216,Las Vegas," (36.23338, -115.235662)",0
8217,8217,Las Vegas," (36.233404, -115.280153)",0
8218,8218,Las Vegas," (36.233485, -115.253799)",0
8219,8219,Las Vegas," (36.233636, -115.27636)",0
8220,8220,Las Vegas," (36.233666, -115.262429)",0
8221,8221,Las Vegas," (36.233934, -115.244916)",0
8222,8222,Las Vegas," (36.233936, -115.251938)",0
8223,8223,Las Vegas," (36.234462, -115.245561)",0
8224,8224,Las Vegas," (36.234517, -115.281699)",0
8225,8225,Las Vegas," (36.23467, -115.263089)",0
8226,8226,Las Vegas," (36.234703, -115.277586)",0
8227,8227,Las Vegas," (36.234718, -115.266119)",0
8228,8228,Las Vegas," (36.234776, -115.253014)",0
8229,8229,Las Vegas," (36.234787, -115.27998)",0
8230,8230,Las Vegas," (36.234885, -115.264711)",0
8231,8231,Las Vegas," (36.234897, -115.276049)",0
8232,8232,Las Vegas," (36.234966, -115.272053)",0
8233,8233,Las Vegas," (36.23509, -115.263667)",0
8234,8234,Las Vegas," (36.235091, -115.254961)",0
8235,8235,Las Vegas," (36.235121, -115.274352)",0
8236,8236,Las Vegas," (36.235385, -115.243973)",0
8237,8237,Las Vegas," (36.235418, -115.257368)",0
8238,8238,Las Vegas," (36.235678, -115.238258)",0
8239,8239,Las Vegas," (36.235916, -115.263971)",0
8240,8240,Las Vegas," (36.236194, -115.279049)",0
8241,8241,Las Vegas," (36.236445, -115.240432)",0
8242,8242,Las Vegas," (36.23647, -115.252766)",0
8243,8243,Las Vegas," (36.236572, -115.2746)",0
8244,8244,Las Vegas," (36.236602, -115.26157)",0
8245,8245,Las Vegas," (36.236617, -115.259808)",0
8246,8246,Las Vegas," (36.236693, -115.265355)",0
8247,8247,Las Vegas," (36.236837, -115.284129)",0
8248,8248,Las Vegas," (36.236841, -115.272413)",0
8249,8249,Las Vegas," (36.23686, -115.271113)",0
8250,8250,Las Vegas," (36.236871, -115.23644)",0
8251,8251,Las Vegas," (36.236978, -115.276593)",0
8252,8252,Las Vegas," (36.237075, -115.257691)",0
8253,8253,Las Vegas," (36.237211, -115.266015)",0
8254,8254,Las Vegas," (36.237277, -115.246521)",0
8255,8255,Las Vegas," (36.23732, -115.27322)",0
8256,8256,Las Vegas," (36.237327, -115.24141)",0
8257,8257,Las Vegas," (36.237413, -115.251987)",0
8258,8258,Las Vegas," (36.237625, -115.279345)",0
8259,8259,Las Vegas," (36.237778, -115.27192)",0
8260,8260,Las Vegas," (36.238138, -115.255438)",0
8261,8261,Las Vegas," (36.238574, -115.237112)",0
8262,8262,Las Vegas," (36.238587, -115.26734)",0
8263,8263,Las Vegas," (36.238994, -115.246573)",0
8264,8264,Las Vegas," (36.239252, -115.274598)",0
8265,8265,Las Vegas," (36.239325, -115.277231)",0
8266,8266,Las Vegas," (36.239373, -115.267506)",0
8267,8267,Las Vegas," (36.239619, -115.258524)",0
8268,8268,Las Vegas," (36.239891, -115.241091)",0
8269,8269,Las Vegas," (36.239924, -115.242521)",0
8270,8270,Las Vegas," (36.239964, -115.282602)",0
8271,8271,Las Vegas," (36.23999, -115.250076)",0
8272,8272,Las Vegas," (36.240194, -115.247421)",0
8273,8273,Las Vegas," (36.240371, -115.248551)",0
8274,8274,Las Vegas," (36.240486, -115.274236)",0
8275,8275,Las Vegas," (36.240958, -115.251282)",0
8276,8276,Las Vegas," (36.24097, -115.263124)",0
8277,8277,Las Vegas," (36.241004, -115.273959)",0
8278,8278,Las Vegas," (36.24101, -115.236827)",0
8279,8279,Las Vegas," (36.241137, -115.254432)",0
8280,8280,Las Vegas," (36.241222, -115.259394)",0
8281,8281,Las Vegas," (36.241235, -115.257057)",0
8282,8282,Las Vegas," (36.241249, -115.243737)",0
8283,8283,Las Vegas," (36.241329, -115.283526)",0
8284,8284,Las Vegas," (36.241757, -115.263657)",0
8285,8285,Las Vegas," (36.241824, -115.25665)",0
8286,8286,Las Vegas," (36.241861, -115.263228)",0
8287,8287,Las Vegas," (36.242162, -115.240072)",0
8288,8288,Las Vegas," (36.243034, -115.249052)",0
8289,8289,Las Vegas," (36.243343, -115.264514)",0
8290,8290,Las Vegas," (36.243407, -115.259802)",0
8291,8291,Las Vegas," (36.243527, -115.262615)",0
8292,8292,Las Vegas," (36.243528, -115.249692)",0
8293,8293,Las Vegas," (36.243819, -115.236427)",0
8294,8294,Las Vegas," (36.243958, -115.259546)",0
8295,8295,Las Vegas," (36.244031, -115.239041)",0
8296,8296,Las Vegas," (36.244232, -115.268668)",0
8297,8297,Las Vegas," (36.244241, -115.247604)",0
8298,8298,Las Vegas," (36.244527, -115.275711)",0
8299,8299,Las Vegas," (36.24464, -115.249343)",0
8300,8300,Las Vegas," (36.244747, -115.253476)",0
8301,8301,Las Vegas," (36.244902, -115.263903)",0
8302,8302,Las Vegas," (36.245002, -115.277165)",0
8303,8303,Las Vegas," (36.24506, -115.281052)",0
8304,8304,Las Vegas," (36.24529, -115.235605)",0
8305,8305,Las Vegas," (36.245352, -115.262769)",0
8306,8306,Las Vegas," (36.24536, -115.28265)",0
8307,8307,Las Vegas," (36.245604, -115.253791)",0
8308,8308,Las Vegas," (36.245805, -115.23638)",0
8309,8309,Las Vegas," (36.246237, -115.270281)",0
8310,8310,Las Vegas," (36.24641, -115.23992)",0
8311,8311,Las Vegas," (36.246437, -115.244966)",0
8312,8312,Las Vegas," (36.246619, -115.279318)",0
8313,8313,Las Vegas," (36.24679, -115.242552)",0
8314,8314,Las Vegas," (36.246906, -115.272986)",0
8315,8315,Las Vegas," (36.246923, -115.235678)",0
8316,8316,Las Vegas," (36.246981, -115.238001)",0
8317,8317,Las Vegas," (36.247231, -115.274417)",0
8318,8318,Las Vegas," (36.247394, -115.253027)",0
8319,8319,Las Vegas," (36.247399, -115.252073)",0
8320,8320,Las Vegas," (36.247423, -115.280487)",0
8321,8321,Las Vegas," (36.24769, -115.264264)",0
8322,8322,Las Vegas," (36.247718, -115.246183)",0
8323,8323,Las Vegas," (36.247803, -115.236984)",0
8324,8324,Las Vegas," (36.247861, -115.280595)",0
8325,8325,Las Vegas," (36.247957, -115.269098)",0
8326,8326,Las Vegas," (36.248005, -115.25678)",0
8327,8327,Las Vegas," (36.248039, -115.248541)",0
8328,8328,Las Vegas," (36.248201, -115.238384)",0
8329,8329,Las Vegas," (36.248585, -115.276909)",0
8330,8330,Las Vegas," (36.248771, -115.26658)",0
8331,8331,Las Vegas," (36.24895, -115.26859)",0
8332,8332,Las Vegas," (36.249177, -115.282972)",0
8333,8333,Las Vegas," (36.249324, -115.254461)",0
8334,8334,Las Vegas," (36.249449, -115.236304)",0
8335,8335,Las Vegas," (36.249536, -115.254499)",0
8336,8336,Las Vegas," (36.249618, -115.236303)",0
8337,8337,Las Vegas," (36.249803, -115.279626)",0
8338,8338,Las Vegas," (36.249836, -115.261759)",0
8339,8339,Las Vegas," (36.249843, -115.251542)",0
8340,8340,Las Vegas," (36.249985, -115.253067)",0
8341,8341,Las Vegas," (36.250082, -115.238786)",0
8342,8342,Las Vegas," (36.250203, -115.261092)",0
8343,8343,Las Vegas," (36.250232, -115.268528)",0
8344,8344,Las Vegas," (36.250373, -115.244208)",0
8345,8345,Las Vegas," (36.250608, -115.260322)",0
8346,8346,Las Vegas," (36.250666, -115.264764)",0
8347,8347,Las Vegas," (36.250846, -115.254033)",0
8348,8348,Las Vegas," (36.251105, -115.28423)",0
8349,8349,Las Vegas," (36.251183, -115.241032)",0
8350,8350,Las Vegas," (36.251366, -115.279237)",0
8351,8351,Las Vegas," (36.251571, -115.265814)",0
8352,8352,Las Vegas," (36.251687, -115.244229)",0
8353,8353,Las Vegas," (36.251905, -115.27376)",0
8354,8354,Las Vegas," (36.252109, -115.27306)",0
8355,8355,Las Vegas," (36.252181, -115.281939)",0
8356,8356,Las Vegas," (36.252226, -115.283613)",0
8357,8357,Las Vegas," (36.252306, -115.262001)",0
8358,8358,Las Vegas," (36.252639, -115.27504)",0
8359,8359,Las Vegas," (36.252702, -115.258331)",0
8360,8360,Las Vegas," (36.253065, -115.252916)",0
8361,8361,Las Vegas," (36.253074, -115.282972)",0
8362,8362,Las Vegas," (36.253297, -115.282367)",0
8363,8363,Las Vegas," (36.253306, -115.244131)",0
8364,8364,Las Vegas," (36.253337, -115.258513)",0
8365,8365,Las Vegas," (36.253398, -115.270418)",0
8366,8366,Las Vegas," (36.253406, -115.284698)",0
8367,8367,Las Vegas," (36.253644, -115.268349)",0
8368,8368,Las Vegas," (36.253667, -115.27311)",0
8369,8369,Las Vegas," (36.253702, -115.284058)",0
8370,8370,Las Vegas," (36.253768, -115.274378)",0
8371,8371,Las Vegas," (36.253805, -115.257803)",0
8372,8372,Las Vegas," (36.253909, -115.248034)",0
8373,8373,Las Vegas," (36.254185, -115.263973)",0
8374,8374,Las Vegas," (36.254257, -115.282623)",0
8375,8375,Las Vegas," (36.254303, -115.267346)",0
8376,8376,Las Vegas," (36.254311, -115.246973)",0
8377,8377,Las Vegas," (36.254687, -115.27475)",0
8378,8378,Las Vegas," (36.254913, -115.28279)",0
8379,8379,Las Vegas," (36.254929, -115.280004)",0
8380,8380,Long Beach," (33.757958, -118.146249)",0
8381,8381,Long Beach," (33.758995, -118.147935)",0
8382,8382,Long Beach," (33.759313, -118.153945)",0
8383,8383,Long Beach," (33.759709, -118.153059)",0
8384,8384,Long Beach," (33.76023, -118.182756)",0
8385,8385,Long Beach," (33.760296, -118.188854)",0
8386,8386,Long Beach," (33.760299, -118.181791)",0
8387,8387,Long Beach," (33.760302, -118.146384)",0
8388,8388,Long Beach," (33.760429, -118.156683)",0
8389,8389,Long Beach," (33.760552, -118.156559)",0
8390,8390,Long Beach," (33.760788, -118.162113)",0
8391,8391,Long Beach," (33.761076, -118.148424)",0
8392,8392,Long Beach," (33.761086, -118.189486)",0
8393,8393,Long Beach," (33.76112, -118.192984)",0
8394,8394,Long Beach," (33.761146, -118.153749)",0
8395,8395,Long Beach," (33.761578, -118.194946)",0
8396,8396,Long Beach," (33.761859, -118.182884)",0
8397,8397,Long Beach," (33.762034, -118.165367)",0
8398,8398,Long Beach," (33.762065, -118.16413)",0
8399,8399,Long Beach," (33.762348, -118.146962)",0
8400,8400,Long Beach," (33.762383, -118.191649)",0
8401,8401,Long Beach," (33.762514, -118.151767)",0
8402,8402,Long Beach," (33.762618, -118.17968)",0
8403,8403,Long Beach," (33.762698, -118.194953)",0
8404,8404,Long Beach," (33.762704, -118.154022)",0
8405,8405,Long Beach," (33.762757, -118.162819)",0
8406,8406,Long Beach," (33.762788, -118.169727)",0
8407,8407,Long Beach," (33.762791, -118.155281)",0
8408,8408,Long Beach," (33.762833, -118.170769)",0
8409,8409,Long Beach," (33.762849, -118.153404)",0
8410,8410,Long Beach," (33.762899, -118.182148)",0
8411,8411,Long Beach," (33.762998, -118.183586)",0
8412,8412,Long Beach," (33.763076, -118.173031)",0
8413,8413,Long Beach," (33.763194, -118.150384)",0
8414,8414,Long Beach," (33.763264, -118.193249)",0
8415,8415,Long Beach," (33.763343, -118.187691)",0
8416,8416,Long Beach," (33.763419, -118.19432)",0
8417,8417,Long Beach," (33.763465, -118.190755)",0
8418,8418,Long Beach," (33.764074, -118.164791)",0
8419,8419,Long Beach," (33.764129, -118.15551)",0
8420,8420,Long Beach," (33.764292, -118.187546)",0
8421,8421,Long Beach," (33.764375, -118.170569)",0
8422,8422,Long Beach," (33.764587, -118.160716)",0
8423,8423,Long Beach," (33.764689, -118.148992)",0
8424,8424,Long Beach," (33.764725, -118.160196)",0
8425,8425,Long Beach," (33.764796, -118.184556)",0
8426,8426,Long Beach," (33.764821, -118.186023)",0
8427,8427,Long Beach," (33.764887, -118.175197)",0
8428,8428,Long Beach," (33.764949, -118.171797)",0
8429,8429,Long Beach," (33.764959, -118.18377)",0
8430,8430,Long Beach," (33.765049, -118.153979)",0
8431,8431,Long Beach," (33.765183, -118.192781)",0
8432,8432,Long Beach," (33.765203, -118.15664)",0
8433,8433,Long Beach," (33.765262, -118.193818)",0
8434,8434,Long Beach," (33.765276, -118.164454)",0
8435,8435,Long Beach," (33.765463, -118.173862)",0
8436,8436,Long Beach," (33.765478, -118.163309)",0
8437,8437,Long Beach," (33.765629, -118.183908)",0
8438,8438,Long Beach," (33.765832, -118.179527)",0
8439,8439,Long Beach," (33.765853, -118.159713)",0
8440,8440,Long Beach," (33.765862, -118.178722)",0
8441,8441,Long Beach," (33.765955, -118.164518)",0
8442,8442,Long Beach," (33.766041, -118.172624)",0
8443,8443,Long Beach," (33.7661, -118.149077)",0
8444,8444,Long Beach," (33.76621, -118.16332)",0
8445,8445,Long Beach," (33.766259, -118.19284)",0
8446,8446,Long Beach," (33.766384, -118.16067)",0
8447,8447,Long Beach," (33.766386, -118.151149)",0
8448,8448,Long Beach," (33.766494, -118.177085)",0
8449,8449,Long Beach," (33.76654, -118.159061)",0
8450,8450,Long Beach," (33.766564, -118.190201)",0
8451,8451,Long Beach," (33.766597, -118.167469)",0
8452,8452,Long Beach," (33.766708, -118.186693)",0
8453,8453,Long Beach," (33.766824, -118.190959)",0
8454,8454,Long Beach," (33.766825, -118.157988)",0
8455,8455,Long Beach," (33.767202, -118.178318)",0
8456,8456,Long Beach," (33.767216, -118.164485)",0
8457,8457,Long Beach," (33.76723, -118.160416)",0
8458,8458,Long Beach," (33.767387, -118.185386)",0
8459,8459,Long Beach," (33.76742, -118.172326)",0
8460,8460,Long Beach," (33.767498, -118.16571)",0
8461,8461,Long Beach," (33.767861, -118.170641)",0
8462,8462,Long Beach," (33.768158, -118.194732)",0
8463,8463,Long Beach," (33.76827, -118.188872)",0
8464,8464,Long Beach," (33.768282, -118.17663)",0
8465,8465,Long Beach," (33.768311, -118.155053)",0
8466,8466,Long Beach," (33.76832, -118.182788)",0
8467,8467,Long Beach," (33.768388, -118.180657)",0
8468,8468,Long Beach," (33.768499, -118.168523)",0
8469,8469,Long Beach," (33.768643, -118.185446)",0
8470,8470,Long Beach," (33.76873, -118.178819)",0
8471,8471,Long Beach," (33.768738, -118.163855)",0
8472,8472,Long Beach," (33.768907, -118.159061)",0
8473,8473,Long Beach," (33.769348, -118.17073)",0
8474,8474,Long Beach," (33.769361, -118.14903)",0
8475,8475,Long Beach," (33.769368, -118.190977)",0
8476,8476,Long Beach," (33.769541, -118.181307)",0
8477,8477,Long Beach," (33.769942, -118.151045)",0
8478,8478,Long Beach," (33.76996, -118.177685)",0
8479,8479,Long Beach," (33.77005, -118.15372)",0
8480,8480,Long Beach," (33.770165, -118.194451)",0
8481,8481,Long Beach," (33.770238, -118.18871)",0
8482,8482,Long Beach," (33.770284, -118.160901)",0
8483,8483,Long Beach," (33.770338, -118.156572)",0
8484,8484,Long Beach," (33.770375, -118.171808)",0
8485,8485,Long Beach," (33.770437, -118.145755)",0
8486,8486,Long Beach," (33.770496, -118.173328)",0
8487,8487,Long Beach," (33.77054, -118.164197)",0
8488,8488,Long Beach," (33.770583, -118.163045)",0
8489,8489,Long Beach," (33.770727, -118.148943)",0
8490,8490,Long Beach," (33.770838, -118.183478)",0
8491,8491,Long Beach," (33.77106, -118.175182)",0
8492,8492,Long Beach," (33.771144, -118.151335)",0
8493,8493,Long Beach," (33.771235, -118.170207)",0
8494,8494,Long Beach," (33.771316, -118.158091)",0
8495,8495,Long Beach," (33.771331, -118.172097)",0
8496,8496,Long Beach," (33.771336, -118.194447)",0
8497,8497,Long Beach," (33.771378, -118.176497)",0
8498,8498,Long Beach," (33.771438, -118.16625)",0
8499,8499,Long Beach," (33.771443, -118.17391)",0
8500,8500,Long Beach," (33.771491, -118.16663)",0
8501,8501,Long Beach," (33.771596, -118.18355)",0
8502,8502,Long Beach," (33.77175, -118.172474)",0
8503,8503,Long Beach," (33.771763, -118.153606)",0
8504,8504,Long Beach," (33.771827, -118.189609)",0
8505,8505,Long Beach," (33.771887, -118.190855)",0
8506,8506,Long Beach," (33.771895, -118.164998)",0
8507,8507,Long Beach," (33.771964, -118.147193)",0
8508,8508,Long Beach," (33.772073, -118.15218)",0
8509,8509,Long Beach," (33.772109, -118.177517)",0
8510,8510,Long Beach," (33.77217, -118.173475)",0
8511,8511,Long Beach," (33.772173, -118.159945)",0
8512,8512,Long Beach," (33.772215, -118.17031)",0
8513,8513,Long Beach," (33.772526, -118.154804)",0
8514,8514,Long Beach," (33.772527, -118.146395)",0
8515,8515,Long Beach," (33.772539, -118.16534)",0
8516,8516,Long Beach," (33.772769, -118.171399)",0
8517,8517,Long Beach," (33.77292, -118.180814)",0
8518,8518,Long Beach," (33.772921, -118.178345)",0
8519,8519,Long Beach," (33.773085, -118.177084)",0
8520,8520,Long Beach," (33.773146, -118.15413)",0
8521,8521,Long Beach," (33.773225, -118.16707)",0
8522,8522,Long Beach," (33.77325, -118.152164)",0
8523,8523,Long Beach," (33.773328, -118.172281)",0
8524,8524,Long Beach," (33.773736, -118.149869)",0
8525,8525,Long Beach," (33.773739, -118.159173)",0
8526,8526,Long Beach," (33.773794, -118.180947)",0
8527,8527,Long Beach," (33.773809, -118.192286)",0
8528,8528,Long Beach," (33.77385, -118.177747)",0
8529,8529,Long Beach," (33.773858, -118.182261)",0
8530,8530,Long Beach," (33.774005, -118.184678)",0
8531,8531,Long Beach," (33.774117, -118.174745)",0
8532,8532,Long Beach," (33.774142, -118.16167)",0
8533,8533,Long Beach," (33.774415, -118.154321)",0
8534,8534,Long Beach," (33.774447, -118.172343)",0
8535,8535,Long Beach," (33.774823, -118.178608)",0
8536,8536,Long Beach," (33.774876, -118.176325)",0
8537,8537,Long Beach," (33.774965, -118.171423)",0
8538,8538,Long Beach," (33.774968, -118.18369)",0
8539,8539,Long Beach," (33.775251, -118.182077)",0
8540,8540,Long Beach," (33.775258, -118.16104)",0
8541,8541,Long Beach," (33.775259, -118.187351)",0
8542,8542,Long Beach," (33.775267, -118.159471)",0
8543,8543,Long Beach," (33.775357, -118.148744)",0
8544,8544,Long Beach," (33.775409, -118.153061)",0
8545,8545,Long Beach," (33.775421, -118.185704)",0
8546,8546,Long Beach," (33.775815, -118.145975)",0
8547,8547,Long Beach," (33.77587, -118.182861)",0
8548,8548,Long Beach," (33.775965, -118.165466)",0
8549,8549,Long Beach," (33.775972, -118.162296)",0
8550,8550,Long Beach," (33.775973, -118.173823)",0
8551,8551,Long Beach," (33.776069, -118.153023)",0
8552,8552,Long Beach," (33.776076, -118.145179)",0
8553,8553,Long Beach," (33.776228, -118.156755)",0
8554,8554,Long Beach," (33.776316, -118.163619)",0
8555,8555,Long Beach," (33.776404, -118.157833)",0
8556,8556,Long Beach," (33.776445, -118.162814)",0
8557,8557,Long Beach," (33.776525, -118.156255)",0
8558,8558,Long Beach," (33.776529, -118.146202)",0
8559,8559,Long Beach," (33.776683, -118.149811)",0
8560,8560,Long Beach," (33.776756, -118.146541)",0
8561,8561,Long Beach," (33.776758, -118.15139)",0
8562,8562,Long Beach," (33.776897, -118.154482)",0
8563,8563,Long Beach," (33.777039, -118.174534)",0
8564,8564,Long Beach," (33.777082, -118.172432)",0
8565,8565,Long Beach," (33.777091, -118.169409)",0
8566,8566,Long Beach," (33.777115, -118.192556)",0
8567,8567,Long Beach," (33.777185, -118.180596)",0
8568,8568,Long Beach," (33.77719, -118.194077)",0
8569,8569,Long Beach," (33.777324, -118.160119)",0
8570,8570,Long Beach," (33.777328, -118.16077)",0
8571,8571,Long Beach," (33.777353, -118.167429)",0
8572,8572,Long Beach," (33.777493, -118.158291)",0
8573,8573,Long Beach," (33.777517, -118.16307)",0
8574,8574,Long Beach," (33.77759, -118.146375)",0
8575,8575,Long Beach," (33.777664, -118.16745)",0
8576,8576,Long Beach," (33.778075, -118.160891)",0
8577,8577,Long Beach," (33.778227, -118.177487)",0
8578,8578,Long Beach," (33.77823, -118.154631)",0
8579,8579,Long Beach," (33.778242, -118.153058)",0
8580,8580,Long Beach," (33.778363, -118.18041)",0
8581,8581,Long Beach," (33.778388, -118.157499)",0
8582,8582,Long Beach," (33.778462, -118.188013)",0
8583,8583,Long Beach," (33.778538, -118.150001)",0
8584,8584,Long Beach," (33.778557, -118.185662)",0
8585,8585,Long Beach," (33.778576, -118.1772)",0
8586,8586,Long Beach," (33.778676, -118.171994)",0
8587,8587,Long Beach," (33.778826, -118.18664)",0
8588,8588,Long Beach," (33.778896, -118.167753)",0
8589,8589,Long Beach," (33.779052, -118.154866)",0
8590,8590,Long Beach," (33.779393, -118.149054)",0
8591,8591,Long Beach," (33.779563, -118.177644)",0
8592,8592,Long Beach," (33.779617, -118.169485)",0
8593,8593,Long Beach," (33.779627, -118.177039)",0
8594,8594,Long Beach," (33.779708, -118.187484)",0
8595,8595,Long Beach," (33.779778, -118.146682)",0
8596,8596,Long Beach," (33.779965, -118.16404)",0
8597,8597,Long Beach," (33.780122, -118.193083)",0
8598,8598,Long Beach," (33.780152, -118.166972)",0
8599,8599,Long Beach," (33.780255, -118.176281)",0
8600,8600,Long Beach," (33.780277, -118.182434)",0
8601,8601,Long Beach," (33.780379, -118.1452)",0
8602,8602,Long Beach," (33.780382, -118.179226)",0
8603,8603,Long Beach," (33.780403, -118.162507)",0
8604,8604,Long Beach," (33.780517, -118.159508)",0
8605,8605,Long Beach," (33.780593, -118.154831)",0
8606,8606,Long Beach," (33.780685, -118.167557)",0
8607,8607,Long Beach," (33.780796, -118.156968)",0
8608,8608,Long Beach," (33.780906, -118.181939)",0
8609,8609,Long Beach," (33.78091, -118.174724)",0
8610,8610,Long Beach," (33.780917, -118.18717)",0
8611,8611,Long Beach," (33.781029, -118.15124)",0
8612,8612,Long Beach," (33.781198, -118.171447)",0
8613,8613,Long Beach," (33.781403, -118.17328)",0
8614,8614,Long Beach," (33.781552, -118.181213)",0
8615,8615,Long Beach," (33.781595, -118.194678)",0
8616,8616,Long Beach," (33.782076, -118.175047)",0
8617,8617,Long Beach," (33.782153, -118.152652)",0
8618,8618,Long Beach," (33.782168, -118.156791)",0
8619,8619,Long Beach," (33.782282, -118.145716)",0
8620,8620,Long Beach," (33.782331, -118.16327)",0
8621,8621,Long Beach," (33.782711, -118.155144)",0
8622,8622,Long Beach," (33.782789, -118.173967)",0
8623,8623,Long Beach," (33.782831, -118.176665)",0
8624,8624,Long Beach," (33.782876, -118.194699)",0
8625,8625,Long Beach," (33.782883, -118.157107)",0
8626,8626,Long Beach," (33.78295, -118.145786)",0
8627,8627,Long Beach," (33.783085, -118.192553)",0
8628,8628,Long Beach," (33.783432, -118.160332)",0
8629,8629,Long Beach," (33.783498, -118.181215)",0
8630,8630,Long Beach," (33.783511, -118.158273)",0
8631,8631,Long Beach," (33.783561, -118.162439)",0
8632,8632,Long Beach," (33.78374, -118.176751)",0
8633,8633,Long Beach," (33.783773, -118.183441)",0
8634,8634,Long Beach," (33.783841, -118.187459)",0
8635,8635,Long Beach," (33.783963, -118.158676)",0
8636,8636,Long Beach," (33.784009, -118.155765)",0
8637,8637,Long Beach," (33.78402, -118.190991)",0
8638,8638,Long Beach," (33.784195, -118.15211)",0
8639,8639,Long Beach," (33.784201, -118.180934)",0
8640,8640,Long Beach," (33.784213, -118.166738)",0
8641,8641,Long Beach," (33.784246, -118.173512)",0
8642,8642,Long Beach," (33.784286, -118.172936)",0
8643,8643,Long Beach," (33.784403, -118.171742)",0
8644,8644,Long Beach," (33.785025, -118.176334)",0
8645,8645,Long Beach," (33.785084, -118.152692)",0
8646,8646,Long Beach," (33.785165, -118.165429)",0
8647,8647,Long Beach," (33.785387, -118.171798)",0
8648,8648,Long Beach," (33.785688, -118.153101)",0
8649,8649,Long Beach," (33.786089, -118.163707)",0
8650,8650,Long Beach," (33.7861, -118.166656)",0
8651,8651,Long Beach," (33.78625, -118.172451)",0
8652,8652,Long Beach," (33.786293, -118.157507)",0
8653,8653,Long Beach," (33.78637, -118.190336)",0
8654,8654,Long Beach," (33.786577, -118.166031)",0
8655,8655,Long Beach," (33.786652, -118.154475)",0
8656,8656,Long Beach," (33.786682, -118.161876)",0
8657,8657,Long Beach," (33.786729, -118.145946)",0
8658,8658,Long Beach," (33.786745, -118.16026)",0
8659,8659,Long Beach," (33.787091, -118.18438)",0
8660,8660,Long Beach," (33.787223, -118.175854)",0
8661,8661,Long Beach," (33.787286, -118.191257)",0
8662,8662,Long Beach," (33.787335, -118.180732)",0
8663,8663,Long Beach," (33.787393, -118.180441)",0
8664,8664,Long Beach," (33.7876, -118.170972)",0
8665,8665,Long Beach," (33.787707, -118.166292)",0
8666,8666,Long Beach," (33.787722, -118.157872)",0
8667,8667,Long Beach," (33.787736, -118.187535)",0
8668,8668,Long Beach," (33.787796, -118.177152)",0
8669,8669,Long Beach," (33.787845, -118.149309)",0
8670,8670,Long Beach," (33.787892, -118.180215)",0
8671,8671,Long Beach," (33.788027, -118.177729)",0
8672,8672,Long Beach," (33.7882, -118.185919)",0
8673,8673,Long Beach," (33.788209, -118.188542)",0
8674,8674,Long Beach," (33.788233, -118.147191)",0
8675,8675,Long Beach," (33.788714, -118.170922)",0
8676,8676,Long Beach," (33.789162, -118.151191)",0
8677,8677,Long Beach," (33.789524, -118.191096)",0
8678,8678,Long Beach," (33.789669, -118.15156)",0
8679,8679,Long Beach," (33.789724, -118.185873)",0
8680,8680,Long Beach," (33.78991, -118.155986)",0
8681,8681,Long Beach," (33.789937, -118.160285)",0
8682,8682,Long Beach," (33.790183, -118.172603)",0
8683,8683,Long Beach," (33.790186, -118.17503)",0
8684,8684,Long Beach," (33.790192, -118.192574)",0
8685,8685,Long Beach," (33.790483, -118.186599)",0
8686,8686,Long Beach," (33.79051, -118.184976)",0
8687,8687,Long Beach," (33.790553, -118.173897)",0
8688,8688,Long Beach," (33.790723, -118.166669)",0
8689,8689,Long Beach," (33.790733, -118.159682)",0
8690,8690,Long Beach," (33.791013, -118.156172)",0
8691,8691,Long Beach," (33.79124, -118.16098)",0
8692,8692,Long Beach," (33.791303, -118.174543)",0
8693,8693,Long Beach," (33.791377, -118.17213)",0
8694,8694,Long Beach," (33.791421, -118.170118)",0
8695,8695,Long Beach," (33.791448, -118.179536)",0
8696,8696,Long Beach," (33.791506, -118.171548)",0
8697,8697,Long Beach," (33.791568, -118.17071)",0
8698,8698,Long Beach," (33.791769, -118.189508)",0
8699,8699,Long Beach," (33.791779, -118.167267)",0
8700,8700,Long Beach," (33.792182, -118.163547)",0
8701,8701,Long Beach," (33.792262, -118.174222)",0
8702,8702,Long Beach," (33.792593, -118.175307)",0
8703,8703,Long Beach," (33.792628, -118.153334)",0
8704,8704,Long Beach," (33.792724, -118.183533)",0
8705,8705,Long Beach," (33.79281, -118.158754)",0
8706,8706,Long Beach," (33.792833, -118.174458)",0
8707,8707,Long Beach," (33.792948, -118.189516)",0
8708,8708,Long Beach," (33.793371, -118.156877)",0
8709,8709,Long Beach," (33.794047, -118.180413)",0
8710,8710,Long Beach," (33.79427, -118.190654)",0
8711,8711,Long Beach," (33.79448, -118.167478)",0
8712,8712,Long Beach," (33.794503, -118.149428)",0
8713,8713,Long Beach," (33.794731, -118.186617)",0
8714,8714,Long Beach," (33.794978, -118.165983)",0
8715,8715,Long Beach," (33.79522, -118.173712)",0
8716,8716,Long Beach," (33.795338, -118.194994)",0
8717,8717,Long Beach," (33.795489, -118.194197)",0
8718,8718,Long Beach," (33.795549, -118.179317)",0
8719,8719,Long Beach," (33.795872, -118.193684)",0
8720,8720,Long Beach," (33.796104, -118.147754)",0
8721,8721,Long Beach," (33.79648, -118.188732)",0
